code,value,wds,year,unixtime
zb.A0G0101_sj.2018,1833800.0,A0G0101,2018,1578884100
zb.A0G0101_sj.2017,1848032.0,A0G0101,2017,1578884100
zb.A0G0101_sj.2016,1874131.0,A0G0101,2016,1578884100
zb.A0G0101_sj.2015,1874448.0,A0G0101,2015,1578884100
zb.A0G0101_sj.2014,1902500.0,A0G0101,2014,1578884100
zb.A0G0101_sj.2013,1796382.0,A0G0101,2013,1578884100
zb.A0G0101_sj.2012,1793267.0,A0G0101,2012,1578884100
zb.A0G0101_sj.2011,1761542.0,A0G0101,2011,1578884100
zb.A0G0101_sj.2010,1756385.0,A0G0101,2010,1578884100
zb.A0G0101_sj.2009,1850147.0,A0G0101,2009,1578884100
zb.A0G0102_sj.2018,3642970.0,A0G0102,2018,1578884100
zb.A0G0102_sj.2017,3846122.0,A0G0102,2017,1578884100
zb.A0G0102_sj.2016,3855896.0,A0G0102,2016,1578884100
zb.A0G0102_sj.2015,3879657.0,A0G0102,2015,1578884100
zb.A0G0102_sj.2014,3881462.0,A0G0102,2014,1578884100
zb.A0G0102_sj.2013,3806122.0,A0G0102,2013,1578884100
zb.A0G0102_sj.2012,2778125.0,A0G0102,2012,1578884100
zb.A0G0102_sj.2011,1689831.0,A0G0102,2011,1578884100
zb.A0G0102_sj.2010,1616625.0,A0G0102,2010,1578884100
zb.A0G0102_sj.2009,1609972.0,A0G0102,2009,1578884100
zb.A0G0103_sj.2018,0.0,A0G0103,2018,1578884100
zb.A0G0103_sj.2017,0.0,A0G0103,2017,1578884100
zb.A0G0103_sj.2016,0.0,A0G0103,2016,1578884100
zb.A0G0103_sj.2015,0.0,A0G0103,2015,1578884100
zb.A0G0103_sj.2014,0.0,A0G0103,2014,1578884100
zb.A0G0103_sj.2013,0.0,A0G0103,2013,1578884100
zb.A0G0103_sj.2012,0.0,A0G0103,2012,1578884100
zb.A0G0103_sj.2011,1169084.0,A0G0103,2011,1578884100
zb.A0G0103_sj.2010,1119633.0,A0G0103,2010,1578884100
zb.A0G0103_sj.2009,1087973.0,A0G0103,2009,1578884100
zb.A0G0104_sj.2018,357698.0,A0G0104,2018,1578884100
zb.A0G0104_sj.2017,441227.0,A0G0104,2017,1578884100
zb.A0G0104_sj.2016,460259.0,A0G0104,2016,1578884100
zb.A0G0104_sj.2015,466509.0,A0G0104,2015,1578884100
zb.A0G0104_sj.2014,491124.0,A0G0104,2014,1578884100
zb.A0G0104_sj.2013,483428.0,A0G0104,2013,1578884100
zb.A0G0104_sj.2012,447050.0,A0G0104,2012,1578884100
zb.A0G0104_sj.2011,460513.0,A0G0104,2011,1578884100
zb.A0G0104_sj.2010,444930.0,A0G0104,2010,1578884100
zb.A0G0104_sj.2009,449479.0,A0G0104,2009,1578884100
zb.A0G0105_sj.2018,645957.0,A0G0105,2018,1578884100
zb.A0G0105_sj.2017,624318.0,A0G0105,2017,1578884100
zb.A0G0105_sj.2016,595301.0,A0G0105,2016,1578884100
zb.A0G0105_sj.2015,553358.0,A0G0105,2015,1578884100
zb.A0G0105_sj.2014,507789.0,A0G0105,2014,1578884100
zb.A0G0105_sj.2013,494397.0,A0G0105,2013,1578884100
zb.A0G0105_sj.2012,376100.0,A0G0105,2012,1578884100
zb.A0G0105_sj.2011,335260.0,A0G0105,2011,1578884100
zb.A0G0105_sj.2010,272023.0,A0G0105,2010,1578884100
zb.A0G0105_sj.2009,252779.0,A0G0105,2009,1578884100
zb.A0G0106_sj.2018,33883.0,A0G0106,2018,1578884100
zb.A0G0106_sj.2017,36965.0,A0G0106,2017,1578884100
zb.A0G0106_sj.2016,36444.0,A0G0106,2016,1578884100
zb.A0G0106_sj.2015,38536.0,A0G0106,2015,1578884100
zb.A0G0106_sj.2014,37632.0,A0G0106,2014,1578884100
zb.A0G0106_sj.2013,37704.0,A0G0106,2013,1578884100
zb.A0G0106_sj.2012,39762.0,A0G0106,2012,1578884100
zb.A0G0106_sj.2011,32458.0,A0G0106,2011,1578884100
zb.A0G0106_sj.2010,27341.0,A0G0106,2010,1578884100
zb.A0G0106_sj.2009,21842.0,A0G0106,2009,1578884100
zb.A0G0107_sj.2018,0.0,A0G0107,2018,1578884100
zb.A0G0107_sj.2017,428096.0,A0G0107,2017,1578884100
zb.A0G0107_sj.2016,432424.0,A0G0107,2016,1578884100
zb.A0G0107_sj.2015,431191.0,A0G0107,2015,1578884100
zb.A0G0107_sj.2014,436132.0,A0G0107,2014,1578884100
zb.A0G0107_sj.2013,442510.0,A0G0107,2013,1578884100
zb.A0G0107_sj.2012,288400.0,A0G0107,2012,1578884100
zb.A0G0107_sj.2011,311846.0,A0G0107,2011,1578884100
zb.A0G0107_sj.2010,285980.0,A0G0107,2010,1578884100
zb.A0G0107_sj.2009,269764.0,A0G0107,2009,1578884100
zb.A0G0108_sj.2018,929159.0,A0G0108,2018,1578884100
zb.A0G0108_sj.2017,910924.0,A0G0108,2017,1578884100
zb.A0G0108_sj.2016,930745.0,A0G0108,2016,1578884100
zb.A0G0108_sj.2015,974473.0,A0G0108,2015,1578884100
zb.A0G0108_sj.2014,1029294.0,A0G0108,2014,1578884100
zb.A0G0108_sj.2013,1076595.0,A0G0108,2013,1578884100
zb.A0G0108_sj.2012,678609.0,A0G0108,2012,1578884100
zb.A0G0108_sj.2011,618264.0,A0G0108,2011,1578884100
zb.A0G0108_sj.2010,533887.0,A0G0108,2010,1578884100
zb.A0G0108_sj.2009,552687.0,A0G0108,2009,1578884100
zb.A0G0109_sj.2018,0.0,A0G0109,2018,1578884100
zb.A0G0109_sj.2017,0.0,A0G0109,2017,1578884100
zb.A0G0109_sj.2016,0.0,A0G0109,2016,1578884100
zb.A0G0109_sj.2015,0.0,A0G0109,2015,1578884100
zb.A0G0109_sj.2014,0.0,A0G0109,2014,1578884100
zb.A0G0109_sj.2013,0.0,A0G0109,2013,1578884100
zb.A0G0109_sj.2012,0.0,A0G0109,2012,1578884100
zb.A0G0109_sj.2011,1416417.0,A0G0109,2011,1578884100
zb.A0G0109_sj.2010,1210936.0,A0G0109,2010,1578884100
zb.A0G0109_sj.2009,1189463.0,A0G0109,2009,1578884100
zb.A0G0201_sj.2018,13.1651296,A0G0201,2018,1578884103
zb.A0G0201_sj.2017,12.69699,A0G0201,2017,1578884103
zb.A0G0201_sj.2016,12.39919,A0G0201,2016,1578884103
zb.A0G0201_sj.2015,12.09704,A0G0201,2015,1578884103
zb.A0G0201_sj.2014,11.1821116,A0G0201,2014,1578884103
zb.A0G0201_sj.2013,10.3144637,A0G0201,2013,1578884103
zb.A0G0201_sj.2012,9.7625484,A0G0201,2012,1578884103
zb.A0G0201_sj.2011,9.3249643,A0G0201,2011,1578884103
zb.A0G0201_sj.2010,9.1178479,A0G0201,2010,1578884103
zb.A0G0201_sj.2009,8.5517886,A0G0201,2009,1578884103
zb.A0G0202_sj.2018,0.0,A0G0202,2018,1578884103
zb.A0G0202_sj.2017,0.0,A0G0202,2017,1578884103
zb.A0G0202_sj.2016,0.0,A0G0202,2016,1578884103
zb.A0G0202_sj.2015,0.0,A0G0202,2015,1578884103
zb.A0G0202_sj.2014,3.6851383,A0G0202,2014,1578884103
zb.A0G0202_sj.2013,3.5977248,A0G0202,2013,1578884103
zb.A0G0202_sj.2012,3.5486468,A0G0202,2012,1578884103
zb.A0G0202_sj.2011,3.4330439,A0G0202,2011,1578884103
zb.A0G0202_sj.2010,3.2717228,A0G0202,2010,1578884103
zb.A0G0202_sj.2009,3.02427,A0G0202,2009,1578884103
zb.A0G0203_sj.2018,484.6531684,A0G0203,2018,1578884103
zb.A0G0203_sj.2017,477.3468833,A0G0203,2017,1578884103
zb.A0G0203_sj.2016,469.6263,A0G0203,2016,1578884103
zb.A0G0203_sj.2015,457.7296,A0G0203,2015,1578884103
zb.A0G0203_sj.2014,446.3913,A0G0203,2014,1578884103
zb.A0G0203_sj.2013,435.6218435,A0G0203,2013,1578884103
zb.A0G0203_sj.2012,423.7508,A0G0203,2012,1578884103
zb.A0G0203_sj.2011,410.6387,A0G0203,2011,1578884103
zb.A0G0203_sj.2010,400.8229,A0G0203,2010,1578884103
zb.A0G0203_sj.2009,386.0823,A0G0203,2009,1578884103
zb.A0G0204_sj.2018,446.5864244,A0G0204,2018,1578884103
zb.A0G0204_sj.2017,433.8559717,A0G0204,2017,1578884103
zb.A0G0204_sj.2016,422.6543,A0G0204,2016,1578884103
zb.A0G0204_sj.2015,404.629,A0G0204,2015,1578884103
zb.A0G0204_sj.2014,390.0834,A0G0204,2014,1578884103
zb.A0G0204_sj.2013,375.5567,A0G0204,2013,1578884103
zb.A0G0204_sj.2012,360.96,A0G0204,2012,1578884103
zb.A0G0204_sj.2011,345.359,A0G0204,2011,1578884103
zb.A0G0204_sj.2010,330.4709,A0G0204,2010,1578884103
zb.A0G0204_sj.2009,305.6265,A0G0204,2009,1578884103
zb.A0G0205_sj.2018,14.2593156,A0G0205,2018,1578884103
zb.A0G0205_sj.2017,13.6448548,A0G0205,2017,1578884103
zb.A0G0205_sj.2016,13.0973,A0G0205,2016,1578884103
zb.A0G0205_sj.2015,12.3523,A0G0205,2015,1578884103
zb.A0G0205_sj.2014,11.1936,A0G0205,2014,1578884103
zb.A0G0205_sj.2013,10.4438003,A0G0205,2013,1578884103
zb.A0G0205_sj.2012,9.62,A0G0205,2012,1578884103
zb.A0G0205_sj.2011,8.4946,A0G0205,2011,1578884103
zb.A0G0205_sj.2010,7.4113,A0G0205,2010,1578884103
zb.A0G0205_sj.2009,6.5055,A0G0205,2009,1578884103
zb.A0G0206_sj.2018,11.1703257,A0G0206,2018,1578884103
zb.A0G0206_sj.2017,10.5223999,A0G0206,2017,1578884103
zb.A0G0206_sj.2016,9.9152,A0G0206,2016,1578884103
zb.A0G0206_sj.2015,9.0964,A0G0206,2015,1578884103
zb.A0G0206_sj.2014,8.5362,A0G0206,2014,1578884103
zb.A0G0206_sj.2013,7.9491,A0G0206,2013,1578884103
zb.A0G0206_sj.2012,7.4271,A0G0206,2012,1578884103
zb.A0G0206_sj.2011,6.8119,A0G0206,2011,1578884103
zb.A0G0206_sj.2010,6.443,A0G0206,2010,1578884103
zb.A0G0206_sj.2009,5.9462,A0G0206,2009,1578884103
zb.A0G0207_sj.2018,39.3471265,A0G0207,2018,1578884103
zb.A0G0207_sj.2017,38.0480538,A0G0207,2017,1578884103
zb.A0G0207_sj.2016,37.1102,A0G0207,2016,1578884103
zb.A0G0207_sj.2015,36.041,A0G0207,2015,1578884103
zb.A0G0207_sj.2014,34.8351,A0G0207,2014,1578884103
zb.A0G0207_sj.2013,34.0466,A0G0207,2013,1578884103
zb.A0G0207_sj.2012,33.1455,A0G0207,2012,1578884103
zb.A0G0207_sj.2011,32.0536,A0G0207,2011,1578884103
zb.A0G0207_sj.2010,30.8743,A0G0207,2010,1578884103
zb.A0G0207_sj.2009,30.0686,A0G0207,2009,1578884103
zb.A0G0208_sj.2018,38.066744,A0G0208,2018,1578884103
zb.A0G0208_sj.2017,43.4909116,A0G0208,2017,1578884103
zb.A0G0208_sj.2016,46.9719,A0G0208,2016,1578884103
zb.A0G0208_sj.2015,53.1005,A0G0208,2015,1578884103
zb.A0G0208_sj.2014,56.3079,A0G0208,2014,1578884103
zb.A0G0208_sj.2013,60.0652,A0G0208,2013,1578884103
zb.A0G0208_sj.2012,62.7908,A0G0208,2012,1578884103
zb.A0G0208_sj.2011,65.2796,A0G0208,2011,1578884103
zb.A0G0208_sj.2010,70.352,A0G0208,2010,1578884103
zb.A0G0208_sj.2009,80.4558,A0G0208,2009,1578884103
zb.A0G0209_sj.2018,12.712641,A0G0209,2018,1578884103
zb.A0G0209_sj.2017,12.701856,A0G0209,2017,1578884103
zb.A0G0209_sj.2016,12.709864,A0G0209,2016,1578884103
zb.A0G0209_sj.2015,12.7001,A0G0209,2015,1578884103
zb.A0G0209_sj.2014,12.628002,A0G0209,2014,1578884103
zb.A0G0209_sj.2013,12.585297,A0G0209,2013,1578884103
zb.A0G0209_sj.2012,12.499463,A0G0209,2012,1578884103
zb.A0G0209_sj.2011,12.4612,A0G0209,2011,1578884103
zb.A0G0209_sj.2010,12.424178,A0G0209,2010,1578884103
zb.A0G0209_sj.2009,12.3683,A0G0209,2009,1578884103
zb.A0G020A_sj.2018,8379833.0,A0G020A,2018,1578884103
zb.A0G020A_sj.2017,7483033.0,A0G020A,2017,1578884103
zb.A0G020A_sj.2016,6348144.0,A0G020A,2016,1578884103
zb.A0G020A_sj.2015,5317230.0,A0G020A,2015,1578884103
zb.A0G020A_sj.2014,4637214.0,A0G020A,2014,1578884103
zb.A0G020A_sj.2013,4106000.0,A0G020A,2013,1578884103
zb.A0G020A_sj.2012,3280114.0,A0G020A,2012,1578884103
zb.A0G020A_sj.2011,3490571.0,A0G020A,2011,1578884103
zb.A0G020A_sj.2010,2765147.0,A0G020A,2010,1578884103
zb.A0G020A_sj.2009,2345085.0,A0G020A,2009,1578884103
zb.A0G020B_sj.2018,3598911.0,A0G020B,2018,1578884103
zb.A0G020B_sj.2017,3245859.0,A0G020B,2017,1578884103
zb.A0G020B_sj.2016,2828015.0,A0G020B,2016,1578884103
zb.A0G020B_sj.2015,2394434.0,A0G020B,2015,1578884103
zb.A0G020B_sj.2014,1767210.0,A0G020B,2014,1578884103
zb.A0G020B_sj.2013,1503150.0,A0G020B,2013,1578884103
zb.A0G020B_sj.2012,1284712.0,A0G020B,2012,1578884103
zb.A0G020B_sj.2011,1494387.0,A0G020B,2011,1578884103
zb.A0G020B_sj.2010,1070167.0,A0G020B,2010,1578884103
zb.A0G020B_sj.2009,919899.0,A0G020B,2009,1578884103
zb.A0G020C_sj.2018,12.22992395,A0G020C,2018,1578884103
zb.A0G020C_sj.2017,11.92881305,A0G020C,2017,1578884103
zb.A0G020C_sj.2016,11.3366,A0G020C,2016,1578884103
zb.A0G020C_sj.2015,10.8706,A0G020C,2015,1578884103
zb.A0G020C_sj.2014,10.5688216,A0G020C,2014,1578884103
zb.A0G020C_sj.2013,9.8464387,A0G020C,2013,1578884103
zb.A0G020C_sj.2012,9.16043906554581,A0G020C,2012,1578884103
zb.A0G020C_sj.2011,8.3302,A0G020C,2011,1578884103
zb.A0G020C_sj.2010,7.84974869,A0G020C,2010,1578884103
zb.A0G020C_sj.2009,6.90607729,A0G020C,2009,1578884103
zb.A0G0401_sj.2018,1793820.325,A0G0401,2018,1578884105
zb.A0G0401_sj.2017,1848620.121,A0G0401,2017,1578884105
zb.A0G0401_sj.2016,1900194.344,A0G0401,2016,1578884105
zb.A0G0401_sj.2015,1943271.0,A0G0401,2015,1578884105
zb.A0G0401_sj.2014,2032217.8116,A0G0401,2014,1578884105
zb.A0G0401_sj.2013,2122991.5466,A0G0401,2013,1578884105
zb.A0G0401_sj.2012,3804034.9016,A0G0401,2012,1578884105
zb.A0G0401_sj.2011,3526318.731,A0G0401,2011,1578884105
zb.A0G0401_sj.2010,3269508.1667,A0G0401,2010,1578884105
zb.A0G0401_sj.2009,2976897.8313,A0G0401,2009,1578884105
zb.A0G0402_sj.2018,337494.674,A0G0402,2018,1578884105
zb.A0G0402_sj.2017,308379.3424,A0G0402,2017,1578884105
zb.A0G0402_sj.2016,281405.2277,A0G0402,2016,1578884105
zb.A0G0402_sj.2015,253484.0,A0G0402,2015,1578884105
zb.A0G0402_sj.2014,230460.0,A0G0402,2014,1578884105
zb.A0G0402_sj.2013,210596.9165,A0G0402,2013,1578884105
zb.A0G0402_sj.2012,189336.8511,A0G0402,2012,1578884105
zb.A0G0402_sj.2011,186226.0728,A0G0402,2011,1578884105
zb.A0G0402_sj.2010,167609.023,A0G0402,2010,1578884105
zb.A0G0402_sj.2009,152451.1926,A0G0402,2009,1578884105
zb.A0G0403_sj.2018,0.0,A0G0403,2018,1578884105
zb.A0G0403_sj.2017,0.0,A0G0403,2017,1578884105
zb.A0G0403_sj.2016,0.0,A0G0403,2016,1578884105
zb.A0G0403_sj.2015,0.0,A0G0403,2015,1578884105
zb.A0G0403_sj.2014,232380.9856,A0G0403,2014,1578884105
zb.A0G0403_sj.2013,207541.3803,A0G0403,2013,1578884105
zb.A0G0403_sj.2012,187863.3623,A0G0403,2012,1578884105
zb.A0G0403_sj.2011,179199.1732,A0G0403,2011,1578884105
zb.A0G0403_sj.2010,164761.023,A0G0403,2010,1578884105
zb.A0G0403_sj.2009,150797.5369,A0G0403,2009,1578884105
zb.A0G0404_sj.2018,0.0,A0G0404,2018,1578884105
zb.A0G0404_sj.2017,0.0,A0G0404,2017,1578884105
zb.A0G0404_sj.2016,0.0,A0G0404,2016,1578884105
zb.A0G0404_sj.2015,0.0,A0G0404,2015,1578884105
zb.A0G0404_sj.2014,761.6909,A0G0404,2014,1578884105
zb.A0G0404_sj.2013,689.7418,A0G0404,2013,1578884105
zb.A0G0404_sj.2012,582.6082,A0G0404,2012,1578884105
zb.A0G0404_sj.2011,528.4148,A0G0404,2011,1578884105
zb.A0G0404_sj.2010,477.0,A0G0404,2010,1578884105
zb.A0G0404_sj.2009,419.3017,A0G0404,2009,1578884105
zb.A0G0405_sj.2018,0.0,A0G0405,2018,1578884105
zb.A0G0405_sj.2017,0.0,A0G0405,2017,1578884105
zb.A0G0405_sj.2016,0.0,A0G0405,2016,1578884105
zb.A0G0405_sj.2015,0.0,A0G0405,2015,1578884105
zb.A0G0405_sj.2014,2561.7259,A0G0405,2014,1578884105
zb.A0G0405_sj.2013,2365.7944,A0G0405,2013,1578884105
zb.A0G0405_sj.2012,890.8806,A0G0405,2012,1578884105
zb.A0G0405_sj.2011,6498.48480000002,A0G0405,2011,1578884105
zb.A0G0405_sj.2010,2371.0,A0G0405,2010,1578884105
zb.A0G0405_sj.2009,1234.354,A0G0405,2009,1578884105
zb.A0G0406_sj.2018,1367170.3903,A0G0406,2018,1578884105
zb.A0G0406_sj.2017,1456784.328,A0G0406,2017,1578884105
zb.A0G0406_sj.2016,1542758.672,A0G0406,2016,1578884105
zb.A0G0406_sj.2015,1619097.0,A0G0406,2015,1578884105
zb.A0G0406_sj.2014,1736270.0,A0G0406,2014,1578884105
zb.A0G0406_sj.2013,1853463.0,A0G0406,2013,1578884105
zb.A0G0406_sj.2012,3557010.0,A0G0406,2012,1578884105
zb.A0G0406_sj.2011,3286220.0,A0G0406,2011,1578884105
zb.A0G0406_sj.2010,3052738.0,A0G0406,2010,1578884105
zb.A0G0406_sj.2009,2779081.0,A0G0406,2009,1578884105
zb.A0G0407_sj.2018,27981.4889,A0G0407,2018,1578884105
zb.A0G0407_sj.2017,28300.3402,A0G0407,2017,1578884105
zb.A0G0407_sj.2016,27234.3965,A0G0407,2016,1578884105
zb.A0G0407_sj.2015,27072.0,A0G0407,2015,1578884105
zb.A0G0407_sj.2014,26292.934,A0G0407,2014,1578884105
zb.A0G0407_sj.2013,23535.0,A0G0407,2013,1578884105
zb.A0G0407_sj.2012,25752.0,A0G0407,2012,1578884105
zb.A0G0407_sj.2011,24556.0,A0G0407,2011,1578884105
zb.A0G0407_sj.2010,22392.0,A0G0407,2010,1578884105
zb.A0G0407_sj.2009,22314.0,A0G0407,2009,1578884105
zb.A0G0408_sj.2018,61173.7718,A0G0408,2018,1578884105
zb.A0G0408_sj.2017,55156.1108,A0G0408,2017,1578884105
zb.A0G0408_sj.2016,48796.0477,A0G0408,2016,1578884105
zb.A0G0408_sj.2015,43618.0,A0G0408,2015,1578884105
zb.A0G0408_sj.2014,39194.8776,A0G0408,2014,1578884105
zb.A0G0408_sj.2013,35396.6301,A0G0408,2013,1578884105
zb.A0G0408_sj.2012,31936.0505,A0G0408,2012,1578884105
zb.A0G0408_sj.2011,29316.6582,A0G0408,2011,1578884105
zb.A0G0408_sj.2010,26769.1437,A0G0408,2010,1578884105
zb.A0G0408_sj.2009,23051.6387,A0G0408,2009,1578884105
zb.A0G0501_sj.2018,34218.15190624,A0G0501,2018,1578884108
zb.A0G0501_sj.2017,32812.79978731,A0G0501,2017,1578884108
zb.A0G0501_sj.2016,31258.4623104,A0G0501,2016,1578884108
zb.A0G0501_sj.2015,30058.8981,A0G0501,2015,1578884108
zb.A0G0501_sj.2014,28647.1315702,A0G0501,2014,1578884108
zb.A0G0501_sj.2013,27571.653741,A0G0501,2013,1578884108
zb.A0G0501_sj.2012,33383.088894,A0G0501,2012,1578884108
zb.A0G0501_sj.2011,30984.03,A0G0501,2011,1578884108
zb.A0G0501_sj.2010,27894.256618,A0G0501,2010,1578884108
zb.A0G0501_sj.2009,24834.941582,A0G0501,2009,1578884108
zb.A0G0502_sj.2018,14146.58249,A0G0502,2018,1578884108
zb.A0G0502_sj.2017,13456.92044,A0G0502,2017,1578884108
zb.A0G0502_sj.2016,12579.29334,A0G0502,2016,1578884108
zb.A0G0502_sj.2015,11960.6043,A0G0502,2015,1578884108
zb.A0G0502_sj.2014,11241.85,A0G0502,2014,1578884108
zb.A0G0502_sj.2013,10595.61858,A0G0502,2013,1578884108
zb.A0G0502_sj.2012,9812.32718,A0G0502,2012,1578884108
zb.A0G0502_sj.2011,9612.293553,A0G0502,2011,1578884108
zb.A0G0502_sj.2010,8762.17826,A0G0502,2010,1578884108
zb.A0G0502_sj.2009,7878.88852,A0G0502,2009,1578884108
zb.A0G0503_sj.2018,0.0,A0G0503,2018,1578884108
zb.A0G0503_sj.2017,0.0,A0G0503,2017,1578884108
zb.A0G0503_sj.2016,0.0,A0G0503,2016,1578884108
zb.A0G0503_sj.2015,0.0,A0G0503,2015,1578884108
zb.A0G0503_sj.2014,11556.36449,A0G0503,2014,1578884108
zb.A0G0503_sj.2013,10550.32145,A0G0503,2013,1578884108
zb.A0G0503_sj.2012,9783.99038,A0G0503,2012,1578884108
zb.A0G0503_sj.2011,9582.70589,A0G0503,2011,1578884108
zb.A0G0503_sj.2010,8725.72206,A0G0503,2010,1578884108
zb.A0G0503_sj.2009,7840.09241,A0G0503,2009,1578884108
zb.A0G0504_sj.2018,0.0,A0G0504,2018,1578884108
zb.A0G0504_sj.2017,0.0,A0G0504,2017,1578884108
zb.A0G0504_sj.2016,0.0,A0G0504,2016,1578884108
zb.A0G0504_sj.2015,0.0,A0G0504,2015,1578884108
zb.A0G0504_sj.2014,7.26083,A0G0504,2014,1578884108
zb.A0G0504_sj.2013,7.28204,A0G0504,2013,1578884108
zb.A0G0504_sj.2012,6.87553,A0G0504,2012,1578884108
zb.A0G0504_sj.2011,6.6211,A0G0504,2011,1578884108
zb.A0G0504_sj.2010,6.30574,A0G0504,2010,1578884108
zb.A0G0504_sj.2009,5.63496,A0G0504,2009,1578884108
zb.A0G0505_sj.2018,0.0,A0G0505,2018,1578884108
zb.A0G0505_sj.2017,0.0,A0G0505,2017,1578884108
zb.A0G0505_sj.2016,0.0,A0G0505,2016,1578884108
zb.A0G0505_sj.2015,0.0,A0G0505,2015,1578884108
zb.A0G0505_sj.2014,41.12672,A0G0505,2014,1578884108
zb.A0G0505_sj.2013,38.01509,A0G0505,2013,1578884108
zb.A0G0505_sj.2012,21.46127,A0G0505,2012,1578884108
zb.A0G0505_sj.2011,22.966563,A0G0505,2011,1578884108
zb.A0G0505_sj.2010,30.15046,A0G0505,2010,1578884108
zb.A0G0505_sj.2009,33.16115,A0G0505,2009,1578884108
zb.A0G0506_sj.2018,9279.67860594,A0G0506,2018,1578884108
zb.A0G0506_sj.2017,9765.17944,A0G0506,2017,1578884108
zb.A0G0506_sj.2016,10228.70765349,A0G0506,2016,1578884108
zb.A0G0506_sj.2015,10742.6585,A0G0506,2015,1578884108
zb.A0G0506_sj.2014,10996.75,A0G0506,2014,1578884108
zb.A0G0506_sj.2013,11250.943,A0G0506,2013,1578884108
zb.A0G0506_sj.2012,18467.546,A0G0506,2012,1578884108
zb.A0G0506_sj.2011,16760.2466,A0G0506,2011,1578884108
zb.A0G0506_sj.2010,15020.8123,A0G0506,2010,1578884108
zb.A0G0506_sj.2009,13511.4375,A0G0506,2009,1578884108
zb.A0G0507_sj.2018,79.5741913,A0G0507,2018,1578884108
zb.A0G0507_sj.2017,77.66413731,A0G0507,2017,1578884108
zb.A0G0507_sj.2016,72.32654191,A0G0507,2016,1578884108
zb.A0G0507_sj.2015,73.084,A0G0507,2015,1578884108
zb.A0G0507_sj.2014,74.3412932,A0G0507,2014,1578884108
zb.A0G0507_sj.2013,68.3326,A0G0507,2013,1578884108
zb.A0G0507_sj.2012,77.4791,A0G0507,2012,1578884108
zb.A0G0507_sj.2011,74.5285,A0G0507,2011,1578884108
zb.A0G0507_sj.2010,72.2701,A0G0507,2010,1578884108
zb.A0G0507_sj.2009,69.3802,A0G0507,2009,1578884108
zb.A0G0508_sj.2018,10712.316619,A0G0508,2018,1578884108
zb.A0G0508_sj.2017,9513.03577,A0G0508,2017,1578884108
zb.A0G0508_sj.2016,8378.134775,A0G0508,2016,1578884108
zb.A0G0508_sj.2015,7282.5513,A0G0508,2015,1578884108
zb.A0G0508_sj.2014,6334.190277,A0G0508,2014,1578884108
zb.A0G0508_sj.2013,5656.759561,A0G0508,2013,1578884108
zb.A0G0508_sj.2012,5025.736614,A0G0508,2012,1578884108
zb.A0G0508_sj.2011,4536.9629,A0G0508,2011,1578884108
zb.A0G0508_sj.2010,4038.995958,A0G0508,2010,1578884108
zb.A0G0508_sj.2009,3375.235362,A0G0508,2009,1578884108
zb.A0G0601_sj.2018,5152731.55673961,A0G0601,2018,1578884110
zb.A0G0601_sj.2017,4804850.35938253,A0G0601,2017,1578884110
zb.A0G0601_sj.2016,4386762.63457,A0G0601,2016,1578884110
zb.A0G0601_sj.2015,4175886.2942,A0G0601,2015,1578884110
zb.A0G0601_sj.2014,4167296.28919824,A0G0601,2014,1578884110
zb.A0G0601_sj.2013,4098900.03185335,A0G0601,2013,1578884110
zb.A0G0601_sj.2012,4100436.16453729,A0G0601,2012,1578884110
zb.A0G0601_sj.2011,3696961.0873,A0G0601,2011,1578884110
zb.A0G0601_sj.2010,3241806.68933664,A0G0601,2010,1578884110
zb.A0G0601_sj.2009,2825221.94165135,A0G0601,2009,1578884110
zb.A0G0602_sj.2018,402630.9243,A0G0602,2018,1578884110
zb.A0G0602_sj.2017,368864.8418,A0G0602,2017,1578884110
zb.A0G0602_sj.2016,333186.1929,A0G0602,2016,1578884110
zb.A0G0602_sj.2015,335801.0,A0G0602,2015,1578884110
zb.A0G0602_sj.2014,381333.8071,A0G0602,2014,1578884110
zb.A0G0602_sj.2013,396697.0018,A0G0602,2013,1578884110
zb.A0G0602_sj.2012,390437.5066,A0G0602,2012,1578884110
zb.A0G0602_sj.2011,393262.8903,A0G0602,2011,1578884110
zb.A0G0602_sj.2010,364270.7975,A0G0602,2010,1578884110
zb.A0G0602_sj.2009,333347.9225,A0G0602,2009,1578884110
zb.A0G0603_sj.2018,0.0,A0G0603,2018,1578884110
zb.A0G0603_sj.2017,0.0,A0G0603,2017,1578884110
zb.A0G0603_sj.2016,0.0,A0G0603,2016,1578884110
zb.A0G0603_sj.2015,0.0,A0G0603,2015,1578884110
zb.A0G0603_sj.2014,306942.2848,A0G0603,2014,1578884110
zb.A0G0603_sj.2013,322207.2389,A0G0603,2013,1578884110
zb.A0G0603_sj.2012,323559.4977,A0G0603,2012,1578884110
zb.A0G0603_sj.2011,329534.7554,A0G0603,2011,1578884110
zb.A0G0603_sj.2010,309541.0835,A0G0603,2010,1578884110
zb.A0G0603_sj.2009,277571.6981,A0G0603,2009,1578884110
zb.A0G0604_sj.2018,0.0,A0G0604,2018,1578884110
zb.A0G0604_sj.2017,0.0,A0G0604,2017,1578884110
zb.A0G0604_sj.2016,0.0,A0G0604,2016,1578884110
zb.A0G0604_sj.2015,0.0,A0G0604,2015,1578884110
zb.A0G0604_sj.2014,24095.3269,A0G0604,2014,1578884110
zb.A0G0604_sj.2013,24999.2997,A0G0604,2013,1578884110
