code,value,wds,year,unixtime
zb.A0G0P0207_sj.2017,127.0,A0G0P0207,2017,1578884143
zb.A0G0P0207_sj.2016,100.0,A0G0P0207,2016,1578884143
zb.A0G0P0207_sj.2015,97.0,A0G0P0207,2015,1578884143
zb.A0G0P0207_sj.2014,90.0,A0G0P0207,2014,1578884143
zb.A0G0P0207_sj.2013,88.0,A0G0P0207,2013,1578884143
zb.A0G0P0207_sj.2012,85.0,A0G0P0207,2012,1578884143
zb.A0G0P0207_sj.2011,81.0,A0G0P0207,2011,1578884143
zb.A0G0P0207_sj.2010,81.0,A0G0P0207,2010,1578884143
zb.A0G0P0207_sj.2009,79.0,A0G0P0207,2009,1578884143
zb.A0G0P0208_sj.2018,75.0,A0G0P0208,2018,1578884143
zb.A0G0P0208_sj.2017,74.0,A0G0P0208,2017,1578884143
zb.A0G0P0208_sj.2016,59.0,A0G0P0208,2016,1578884143
zb.A0G0P0208_sj.2015,54.0,A0G0P0208,2015,1578884143
zb.A0G0P0208_sj.2014,52.0,A0G0P0208,2014,1578884143
zb.A0G0P0208_sj.2013,51.0,A0G0P0208,2013,1578884143
zb.A0G0P0208_sj.2012,53.0,A0G0P0208,2012,1578884143
zb.A0G0P0208_sj.2011,49.0,A0G0P0208,2011,1578884143
zb.A0G0P0208_sj.2010,48.0,A0G0P0208,2010,1578884143
zb.A0G0P0208_sj.2009,44.0,A0G0P0208,2009,1578884143
zb.A0G0P0209_sj.2018,1054.0,A0G0P0209,2018,1578884143
zb.A0G0P0209_sj.2017,1078.0,A0G0P0209,2017,1578884143
zb.A0G0P0209_sj.2016,1152.0,A0G0P0209,2016,1578884143
zb.A0G0P0209_sj.2015,1238.0,A0G0P0209,2015,1578884143
zb.A0G0P0209_sj.2014,1220.0,A0G0P0209,2014,1578884143
zb.A0G0P0209_sj.2013,1191.0,A0G0P0209,2013,1578884143
zb.A0G0P0209_sj.2012,1183.0,A0G0P0209,2012,1578884143
zb.A0G0P0209_sj.2011,1164.0,A0G0P0209,2011,1578884143
zb.A0G0P0209_sj.2010,1160.0,A0G0P0209,2010,1578884143
zb.A0G0P0209_sj.2009,1145.0,A0G0P0209,2009,1578884143
zb.A0G0P020A_sj.2018,73.0,A0G0P020A,2018,1578884143
zb.A0G0P020A_sj.2017,67.0,A0G0P020A,2017,1578884143
zb.A0G0P020A_sj.2016,66.0,A0G0P020A,2016,1578884143
zb.A0G0P020A_sj.2015,64.0,A0G0P020A,2015,1578884143
zb.A0G0P020A_sj.2014,62.0,A0G0P020A,2014,1578884143
zb.A0G0P020A_sj.2013,53.0,A0G0P020A,2013,1578884143
zb.A0G0P020A_sj.2012,58.0,A0G0P020A,2012,1578884143
zb.A0G0P020A_sj.2011,55.0,A0G0P020A,2011,1578884143
zb.A0G0P020A_sj.2010,55.0,A0G0P020A,2010,1578884143
zb.A0G0P020A_sj.2009,55.0,A0G0P020A,2009,1578884143
zb.A0G0P020B_sj.2018,707.0,A0G0P020B,2018,1578884143
zb.A0G0P020B_sj.2017,701.0,A0G0P020B,2017,1578884143
zb.A0G0P020B_sj.2016,697.0,A0G0P020B,2016,1578884143
zb.A0G0P020B_sj.2015,703.0,A0G0P020B,2015,1578884143
zb.A0G0P020B_sj.2014,687.0,A0G0P020B,2014,1578884143
zb.A0G0P020B_sj.2013,683.0,A0G0P020B,2013,1578884143
zb.A0G0P020B_sj.2012,665.0,A0G0P020B,2012,1578884143
zb.A0G0P020B_sj.2011,687.0,A0G0P020B,2011,1578884143
zb.A0G0P020B_sj.2010,710.0,A0G0P020B,2010,1578884143
zb.A0G0P020B_sj.2009,689.0,A0G0P020B,2009,1578884143
zb.A0G0P020C_sj.2018,91.0,A0G0P020C,2018,1578884143
zb.A0G0P020C_sj.2017,92.0,A0G0P020C,2017,1578884143
zb.A0G0P020C_sj.2016,92.0,A0G0P020C,2016,1578884143
zb.A0G0P020C_sj.2015,92.0,A0G0P020C,2015,1578884143
zb.A0G0P020C_sj.2014,92.0,A0G0P020C,2014,1578884143
zb.A0G0P020C_sj.2013,92.0,A0G0P020C,2013,1578884143
zb.A0G0P020C_sj.2012,91.0,A0G0P020C,2012,1578884143
zb.A0G0P020C_sj.2011,91.0,A0G0P020C,2011,1578884143
zb.A0G0P020C_sj.2010,91.0,A0G0P020C,2010,1578884143
zb.A0G0P020C_sj.2009,86.0,A0G0P020C,2009,1578884143
zb.A0G0P020D_sj.2018,556.0,A0G0P020D,2018,1578884143
zb.A0G0P020D_sj.2017,553.0,A0G0P020D,2017,1578884143
zb.A0G0P020D_sj.2016,553.0,A0G0P020D,2016,1578884143
zb.A0G0P020D_sj.2015,561.0,A0G0P020D,2015,1578884143
zb.A0G0P020D_sj.2014,556.0,A0G0P020D,2014,1578884143
zb.A0G0P020D_sj.2013,545.0,A0G0P020D,2013,1578884143
zb.A0G0P020D_sj.2012,540.0,A0G0P020D,2012,1578884143
zb.A0G0P020D_sj.2011,533.0,A0G0P020D,2011,1578884143
zb.A0G0P020D_sj.2010,515.0,A0G0P020D,2010,1578884143
zb.A0G0P020D_sj.2009,509.0,A0G0P020D,2009,1578884143
zb.A0G0P020E_sj.2018,132.0,A0G0P020E,2018,1578884143
zb.A0G0P020E_sj.2017,132.0,A0G0P020E,2017,1578884143
zb.A0G0P020E_sj.2016,175.0,A0G0P020E,2016,1578884143
zb.A0G0P020E_sj.2015,174.0,A0G0P020E,2015,1578884143
zb.A0G0P020E_sj.2014,177.0,A0G0P020E,2014,1578884143
zb.A0G0P020E_sj.2013,177.0,A0G0P020E,2013,1578884143
zb.A0G0P020E_sj.2012,184.0,A0G0P020E,2012,1578884143
zb.A0G0P020E_sj.2011,184.0,A0G0P020E,2011,1578884143
zb.A0G0P020E_sj.2010,184.0,A0G0P020E,2010,1578884143
zb.A0G0P020E_sj.2009,178.0,A0G0P020E,2009,1578884143
zb.A0G0P020F_sj.2018,70.0,A0G0P020F,2018,1578884143
zb.A0G0P020F_sj.2017,69.0,A0G0P020F,2017,1578884143
zb.A0G0P020F_sj.2016,61.0,A0G0P020F,2016,1578884143
zb.A0G0P020F_sj.2015,52.0,A0G0P020F,2015,1578884143
zb.A0G0P020F_sj.2014,52.0,A0G0P020F,2014,1578884143
zb.A0G0P020F_sj.2013,32.0,A0G0P020F,2013,1578884143
zb.A0G0P020F_sj.2012,37.0,A0G0P020F,2012,1578884143
zb.A0G0P020F_sj.2011,53.0,A0G0P020F,2011,1578884143
zb.A0G0P020F_sj.2010,53.0,A0G0P020F,2010,1578884143
zb.A0G0P020F_sj.2009,42.0,A0G0P020F,2009,1578884143
zb.A0G0P020G_sj.2018,12.0,A0G0P020G,2018,1578884143
zb.A0G0P020G_sj.2017,12.0,A0G0P020G,2017,1578884143
zb.A0G0P020G_sj.2016,12.0,A0G0P020G,2016,1578884143
zb.A0G0P020G_sj.2015,11.0,A0G0P020G,2015,1578884143
zb.A0G0P020G_sj.2014,13.0,A0G0P020G,2014,1578884143
zb.A0G0P020G_sj.2013,13.0,A0G0P020G,2013,1578884143
zb.A0G0P020G_sj.2012,11.0,A0G0P020G,2012,1578884143
zb.A0G0P020G_sj.2011,11.0,A0G0P020G,2011,1578884143
zb.A0G0P020G_sj.2010,11.0,A0G0P020G,2010,1578884143
zb.A0G0P020G_sj.2009,10.0,A0G0P020G,2009,1578884143
zb.A0G0P020H_sj.2018,5302.0,A0G0P020H,2018,1578884143
zb.A0G0P020H_sj.2017,5324.0,A0G0P020H,2017,1578884143
zb.A0G0P020H_sj.2016,5152.0,A0G0P020H,2016,1578884143
zb.A0G0P020H_sj.2015,5132.0,A0G0P020H,2015,1578884143
zb.A0G0P020H_sj.2014,4970.0,A0G0P020H,2014,1578884143
zb.A0G0P020H_sj.2013,4841.0,A0G0P020H,2013,1578884143
zb.A0G0P020H_sj.2012,4811.0,A0G0P020H,2012,1578884143
zb.A0G0P020H_sj.2011,4733.0,A0G0P020H,2011,1578884143
zb.A0G0P020H_sj.2010,4661.0,A0G0P020H,2010,1578884143
zb.A0G0P020H_sj.2009,4516.0,A0G0P020H,2009,1578884143
zb.A0G0P020I_sj.2018,223.0,A0G0P020I,2018,1578884143
zb.A0G0P020I_sj.2017,223.0,A0G0P020I,2017,1578884143
zb.A0G0P020I_sj.2016,222.0,A0G0P020I,2016,1578884143
zb.A0G0P020I_sj.2015,222.0,A0G0P020I,2015,1578884143
zb.A0G0P020I_sj.2014,215.0,A0G0P020I,2014,1578884143
zb.A0G0P020I_sj.2013,212.0,A0G0P020I,2013,1578884143
zb.A0G0P020I_sj.2012,206.0,A0G0P020I,2012,1578884143
zb.A0G0P020I_sj.2011,198.0,A0G0P020I,2011,1578884143
zb.A0G0P020I_sj.2010,200.0,A0G0P020I,2010,1578884143
zb.A0G0P020I_sj.2009,196.0,A0G0P020I,2009,1578884143
zb.A0G0P020J_sj.2018,86.0,A0G0P020J,2018,1578884143
zb.A0G0P020J_sj.2017,86.0,A0G0P020J,2017,1578884143
zb.A0G0P020J_sj.2016,86.0,A0G0P020J,2016,1578884143
zb.A0G0P020J_sj.2015,83.0,A0G0P020J,2015,1578884143
zb.A0G0P020J_sj.2014,80.0,A0G0P020J,2014,1578884143
zb.A0G0P020J_sj.2013,76.0,A0G0P020J,2013,1578884143
zb.A0G0P020J_sj.2012,75.0,A0G0P020J,2012,1578884143
zb.A0G0P020J_sj.2011,69.0,A0G0P020J,2011,1578884143
zb.A0G0P020J_sj.2010,63.0,A0G0P020J,2010,1578884143
zb.A0G0P020J_sj.2009,50.0,A0G0P020J,2009,1578884143
zb.A0G0P020K_sj.2018,72.0,A0G0P020K,2018,1578884143
zb.A0G0P020K_sj.2017,72.0,A0G0P020K,2017,1578884143
zb.A0G0P020K_sj.2016,72.0,A0G0P020K,2016,1578884143
zb.A0G0P020K_sj.2015,72.0,A0G0P020K,2015,1578884143
zb.A0G0P020K_sj.2014,72.0,A0G0P020K,2014,1578884143
zb.A0G0P020K_sj.2013,66.0,A0G0P020K,2013,1578884143
zb.A0G0P020K_sj.2012,66.0,A0G0P020K,2012,1578884143
zb.A0G0P020K_sj.2011,66.0,A0G0P020K,2011,1578884143
zb.A0G0P020K_sj.2010,66.0,A0G0P020K,2010,1578884143
zb.A0G0P020K_sj.2009,66.0,A0G0P020K,2009,1578884143
zb.A0G0P020L_sj.2018,145.0,A0G0P020L,2018,1578884143
zb.A0G0P020L_sj.2017,145.0,A0G0P020L,2017,1578884143
zb.A0G0P020L_sj.2016,160.0,A0G0P020L,2016,1578884143
zb.A0G0P020L_sj.2015,157.0,A0G0P020L,2015,1578884143
zb.A0G0P020L_sj.2014,151.0,A0G0P020L,2014,1578884143
zb.A0G0P020L_sj.2013,149.0,A0G0P020L,2013,1578884143
zb.A0G0P020L_sj.2012,148.0,A0G0P020L,2012,1578884143
zb.A0G0P020L_sj.2011,143.0,A0G0P020L,2011,1578884143
zb.A0G0P020L_sj.2010,140.0,A0G0P020L,2010,1578884143
zb.A0G0P020L_sj.2009,124.0,A0G0P020L,2009,1578884143
zb.A0G0P020M_sj.2018,197.0,A0G0P020M,2018,1578884143
zb.A0G0P020M_sj.2017,195.0,A0G0P020M,2017,1578884143
zb.A0G0P020M_sj.2016,94.0,A0G0P020M,2016,1578884143
zb.A0G0P020M_sj.2015,88.0,A0G0P020M,2015,1578884143
zb.A0G0P020M_sj.2014,88.0,A0G0P020M,2014,1578884143
zb.A0G0P020M_sj.2013,88.0,A0G0P020M,2013,1578884143
zb.A0G0P020M_sj.2012,85.0,A0G0P020M,2012,1578884143
zb.A0G0P020M_sj.2011,82.0,A0G0P020M,2011,1578884143
zb.A0G0P020M_sj.2010,75.0,A0G0P020M,2010,1578884143
zb.A0G0P020M_sj.2009,74.0,A0G0P020M,2009,1578884143
zb.A0G0P020N_sj.2018,122.0,A0G0P020N,2018,1578884143
zb.A0G0P020N_sj.2017,121.0,A0G0P020N,2017,1578884143
zb.A0G0P020N_sj.2016,94.0,A0G0P020N,2016,1578884143
zb.A0G0P020N_sj.2015,91.0,A0G0P020N,2015,1578884143
zb.A0G0P020N_sj.2014,84.0,A0G0P020N,2014,1578884143
zb.A0G0P020N_sj.2013,82.0,A0G0P020N,2013,1578884143
zb.A0G0P020N_sj.2012,79.0,A0G0P020N,2012,1578884143
zb.A0G0P020N_sj.2011,75.0,A0G0P020N,2011,1578884143
zb.A0G0P020N_sj.2010,75.0,A0G0P020N,2010,1578884143
zb.A0G0P020N_sj.2009,73.0,A0G0P020N,2009,1578884143
zb.A0G0P020O_sj.2018,74.0,A0G0P020O,2018,1578884143
zb.A0G0P020O_sj.2017,73.0,A0G0P020O,2017,1578884143
zb.A0G0P020O_sj.2016,58.0,A0G0P020O,2016,1578884143
zb.A0G0P020O_sj.2015,53.0,A0G0P020O,2015,1578884143
zb.A0G0P020O_sj.2014,51.0,A0G0P020O,2014,1578884143
zb.A0G0P020O_sj.2013,50.0,A0G0P020O,2013,1578884143
zb.A0G0P020O_sj.2012,52.0,A0G0P020O,2012,1578884143
zb.A0G0P020O_sj.2011,48.0,A0G0P020O,2011,1578884143
zb.A0G0P020O_sj.2010,47.0,A0G0P020O,2010,1578884143
zb.A0G0P020O_sj.2009,44.0,A0G0P020O,2009,1578884143
zb.A0G0P020P_sj.2018,573.0,A0G0P020P,2018,1578884143
zb.A0G0P020P_sj.2017,563.0,A0G0P020P,2017,1578884143
zb.A0G0P020P_sj.2016,592.0,A0G0P020P,2016,1578884143
zb.A0G0P020P_sj.2015,609.0,A0G0P020P,2015,1578884143
zb.A0G0P020P_sj.2014,608.0,A0G0P020P,2014,1578884143
zb.A0G0P020P_sj.2013,608.0,A0G0P020P,2013,1578884143
zb.A0G0P020P_sj.2012,612.0,A0G0P020P,2012,1578884143
zb.A0G0P020P_sj.2011,606.0,A0G0P020P,2011,1578884143
zb.A0G0P020P_sj.2010,602.0,A0G0P020P,2010,1578884143
zb.A0G0P020P_sj.2009,614.0,A0G0P020P,2009,1578884143
zb.A0G0P020Q_sj.2018,71.0,A0G0P020Q,2018,1578884143
zb.A0G0P020Q_sj.2017,65.0,A0G0P020Q,2017,1578884143
zb.A0G0P020Q_sj.2016,64.0,A0G0P020Q,2016,1578884143
zb.A0G0P020Q_sj.2015,62.0,A0G0P020Q,2015,1578884143
zb.A0G0P020Q_sj.2014,60.0,A0G0P020Q,2014,1578884143
zb.A0G0P020Q_sj.2013,51.0,A0G0P020Q,2013,1578884143
zb.A0G0P020Q_sj.2012,56.0,A0G0P020Q,2012,1578884143
zb.A0G0P020Q_sj.2011,53.0,A0G0P020Q,2011,1578884143
zb.A0G0P020Q_sj.2010,53.0,A0G0P020Q,2010,1578884143
zb.A0G0P020Q_sj.2009,53.0,A0G0P020Q,2009,1578884143
zb.A0G0P020R_sj.2018,619.0,A0G0P020R,2018,1578884143
zb.A0G0P020R_sj.2017,613.0,A0G0P020R,2017,1578884143
zb.A0G0P020R_sj.2016,606.0,A0G0P020R,2016,1578884143
zb.A0G0P020R_sj.2015,624.0,A0G0P020R,2015,1578884143
zb.A0G0P020R_sj.2014,615.0,A0G0P020R,2014,1578884143
zb.A0G0P020R_sj.2013,613.0,A0G0P020R,2013,1578884143
zb.A0G0P020R_sj.2012,601.0,A0G0P020R,2012,1578884143
zb.A0G0P020R_sj.2011,625.0,A0G0P020R,2011,1578884143
zb.A0G0P020R_sj.2010,650.0,A0G0P020R,2010,1578884143
zb.A0G0P020R_sj.2009,628.0,A0G0P020R,2009,1578884143
zb.A0G0P020S_sj.2018,86.0,A0G0P020S,2018,1578884143
zb.A0G0P020S_sj.2017,87.0,A0G0P020S,2017,1578884143
zb.A0G0P020S_sj.2016,87.0,A0G0P020S,2016,1578884143
zb.A0G0P020S_sj.2015,87.0,A0G0P020S,2015,1578884143
zb.A0G0P020S_sj.2014,87.0,A0G0P020S,2014,1578884143
zb.A0G0P020S_sj.2013,87.0,A0G0P020S,2013,1578884143
zb.A0G0P020S_sj.2012,86.0,A0G0P020S,2012,1578884143
zb.A0G0P020S_sj.2011,86.0,A0G0P020S,2011,1578884143
zb.A0G0P020S_sj.2010,86.0,A0G0P020S,2010,1578884143
zb.A0G0P020S_sj.2009,82.0,A0G0P020S,2009,1578884143
zb.A0G0P020T_sj.2018,488.0,A0G0P020T,2018,1578884143
zb.A0G0P020T_sj.2017,485.0,A0G0P020T,2017,1578884143
zb.A0G0P020T_sj.2016,485.0,A0G0P020T,2016,1578884143
zb.A0G0P020T_sj.2015,514.0,A0G0P020T,2015,1578884143
zb.A0G0P020T_sj.2014,510.0,A0G0P020T,2014,1578884143
zb.A0G0P020T_sj.2013,498.0,A0G0P020T,2013,1578884143
zb.A0G0P020T_sj.2012,493.0,A0G0P020T,2012,1578884143
zb.A0G0P020T_sj.2011,487.0,A0G0P020T,2011,1578884143
zb.A0G0P020T_sj.2010,473.0,A0G0P020T,2010,1578884143
zb.A0G0P020T_sj.2009,467.0,A0G0P020T,2009,1578884143
zb.A0G0P020U_sj.2018,119.0,A0G0P020U,2018,1578884143
zb.A0G0P020U_sj.2017,119.0,A0G0P020U,2017,1578884143
zb.A0G0P020U_sj.2016,144.0,A0G0P020U,2016,1578884143
zb.A0G0P020U_sj.2015,143.0,A0G0P020U,2015,1578884143
zb.A0G0P020U_sj.2014,146.0,A0G0P020U,2014,1578884143
zb.A0G0P020U_sj.2013,146.0,A0G0P020U,2013,1578884143
zb.A0G0P020U_sj.2012,153.0,A0G0P020U,2012,1578884143
zb.A0G0P020U_sj.2011,153.0,A0G0P020U,2011,1578884143
zb.A0G0P020U_sj.2010,153.0,A0G0P020U,2010,1578884143
zb.A0G0P020U_sj.2009,148.0,A0G0P020U,2009,1578884143
zb.A0G0P020V_sj.2018,69.0,A0G0P020V,2018,1578884143
zb.A0G0P020V_sj.2017,68.0,A0G0P020V,2017,1578884143
zb.A0G0P020V_sj.2016,60.0,A0G0P020V,2016,1578884143
zb.A0G0P020V_sj.2015,51.0,A0G0P020V,2015,1578884143
zb.A0G0P020V_sj.2014,51.0,A0G0P020V,2014,1578884143
zb.A0G0P020V_sj.2013,31.0,A0G0P020V,2013,1578884143
zb.A0G0P020V_sj.2012,36.0,A0G0P020V,2012,1578884143
zb.A0G0P020V_sj.2011,52.0,A0G0P020V,2011,1578884143
zb.A0G0P020V_sj.2010,52.0,A0G0P020V,2010,1578884143
zb.A0G0P020V_sj.2009,41.0,A0G0P020V,2009,1578884143
zb.A0G0P020W_sj.2018,12.0,A0G0P020W,2018,1578884143
zb.A0G0P020W_sj.2017,12.0,A0G0P020W,2017,1578884143
zb.A0G0P020W_sj.2016,12.0,A0G0P020W,2016,1578884143
zb.A0G0P020W_sj.2015,10.0,A0G0P020W,2015,1578884143
zb.A0G0P020W_sj.2014,12.0,A0G0P020W,2014,1578884143
zb.A0G0P020W_sj.2013,12.0,A0G0P020W,2013,1578884143
zb.A0G0P020W_sj.2012,10.0,A0G0P020W,2012,1578884143
zb.A0G0P020W_sj.2011,10.0,A0G0P020W,2011,1578884143
zb.A0G0P020W_sj.2010,10.0,A0G0P020W,2010,1578884143
zb.A0G0P020W_sj.2009,9.0,A0G0P020W,2009,1578884143
zb.A0G0P020X_sj.2018,848.0,A0G0P020X,2018,1578884143
zb.A0G0P020X_sj.2017,885.0,A0G0P020X,2017,1578884143
zb.A0G0P020X_sj.2016,944.0,A0G0P020X,2016,1578884143
zb.A0G0P020X_sj.2015,983.0,A0G0P020X,2015,1578884143
zb.A0G0P020X_sj.2014,953.0,A0G0P020X,2014,1578884143
zb.A0G0P020X_sj.2013,920.0,A0G0P020X,2013,1578884143
zb.A0G0P020X_sj.2012,904.0,A0G0P020X,2012,1578884143
zb.A0G0P020X_sj.2011,879.0,A0G0P020X,2011,1578884143
zb.A0G0P020X_sj.2010,868.0,A0G0P020X,2010,1578884143
zb.A0G0P020X_sj.2009,856.0,A0G0P020X,2009,1578884143
zb.A0G0P020Y_sj.2018,25.0,A0G0P020Y,2018,1578884143
zb.A0G0P020Y_sj.2017,25.0,A0G0P020Y,2017,1578884143
zb.A0G0P020Y_sj.2016,25.0,A0G0P020Y,2016,1578884143
zb.A0G0P020Y_sj.2015,25.0,A0G0P020Y,2015,1578884143
zb.A0G0P020Y_sj.2014,25.0,A0G0P020Y,2014,1578884143
zb.A0G0P020Y_sj.2013,25.0,A0G0P020Y,2013,1578884143
zb.A0G0P020Y_sj.2012,25.0,A0G0P020Y,2012,1578884143
zb.A0G0P020Y_sj.2011,25.0,A0G0P020Y,2011,1578884143
zb.A0G0P020Y_sj.2010,25.0,A0G0P020Y,2010,1578884143
zb.A0G0P020Y_sj.2009,25.0,A0G0P020Y,2009,1578884143
zb.A0G0P020Z_sj.2018,7.0,A0G0P020Z,2018,1578884143
zb.A0G0P020Z_sj.2017,7.0,A0G0P020Z,2017,1578884143
zb.A0G0P020Z_sj.2016,7.0,A0G0P020Z,2016,1578884143
zb.A0G0P020Z_sj.2015,7.0,A0G0P020Z,2015,1578884143
zb.A0G0P020Z_sj.2014,7.0,A0G0P020Z,2014,1578884143
zb.A0G0P020Z_sj.2013,7.0,A0G0P020Z,2013,1578884143
zb.A0G0P020Z_sj.2012,7.0,A0G0P020Z,2012,1578884143
zb.A0G0P020Z_sj.2011,7.0,A0G0P020Z,2011,1578884143
zb.A0G0P020Z_sj.2010,5.0,A0G0P020Z,2010,1578884143
zb.A0G0P020Z_sj.2009,5.0,A0G0P020Z,2009,1578884143
zb.A0G0P0210_sj.2018,20.0,A0G0P0210,2018,1578884143
zb.A0G0P0210_sj.2017,20.0,A0G0P0210,2017,1578884143
zb.A0G0P0210_sj.2016,20.0,A0G0P0210,2016,1578884143
zb.A0G0P0210_sj.2015,20.0,A0G0P0210,2015,1578884143
zb.A0G0P0210_sj.2014,20.0,A0G0P0210,2014,1578884143
zb.A0G0P0210_sj.2013,20.0,A0G0P0210,2013,1578884143
zb.A0G0P0210_sj.2012,20.0,A0G0P0210,2012,1578884143
zb.A0G0P0210_sj.2011,20.0,A0G0P0210,2011,1578884143
zb.A0G0P0210_sj.2010,20.0,A0G0P0210,2010,1578884143
zb.A0G0P0210_sj.2009,20.0,A0G0P0210,2009,1578884143
zb.A0G0P0211_sj.2018,22.0,A0G0P0211,2018,1578884143
zb.A0G0P0211_sj.2017,15.0,A0G0P0211,2017,1578884143
zb.A0G0P0211_sj.2016,16.0,A0G0P0211,2016,1578884143
zb.A0G0P0211_sj.2015,16.0,A0G0P0211,2015,1578884143
zb.A0G0P0211_sj.2014,11.0,A0G0P0211,2014,1578884143
zb.A0G0P0211_sj.2013,11.0,A0G0P0211,2013,1578884143
zb.A0G0P0211_sj.2012,11.0,A0G0P0211,2012,1578884143
zb.A0G0P0211_sj.2011,11.0,A0G0P0211,2011,1578884143
zb.A0G0P0211_sj.2010,11.0,A0G0P0211,2010,1578884143
zb.A0G0P0211_sj.2009,10.0,A0G0P0211,2009,1578884143
zb.A0G0P0212_sj.2018,10.0,A0G0P0212,2018,1578884143
zb.A0G0P0212_sj.2017,10.0,A0G0P0212,2017,1578884143
zb.A0G0P0212_sj.2016,10.0,A0G0P0212,2016,1578884143
zb.A0G0P0212_sj.2015,10.0,A0G0P0212,2015,1578884143
zb.A0G0P0212_sj.2014,10.0,A0G0P0212,2014,1578884143
zb.A0G0P0212_sj.2013,10.0,A0G0P0212,2013,1578884143
zb.A0G0P0212_sj.2012,10.0,A0G0P0212,2012,1578884143
zb.A0G0P0212_sj.2011,10.0,A0G0P0212,2011,1578884143
zb.A0G0P0212_sj.2010,10.0,A0G0P0212,2010,1578884143
zb.A0G0P0212_sj.2009,14.0,A0G0P0212,2009,1578884143
zb.A0G0P0213_sj.2018,6.0,A0G0P0213,2018,1578884143
zb.A0G0P0213_sj.2017,6.0,A0G0P0213,2017,1578884143
zb.A0G0P0213_sj.2016,6.0,A0G0P0213,2016,1578884143
zb.A0G0P0213_sj.2015,6.0,A0G0P0213,2015,1578884143
zb.A0G0P0213_sj.2014,6.0,A0G0P0213,2014,1578884143
zb.A0G0P0213_sj.2013,6.0,A0G0P0213,2013,1578884143
zb.A0G0P0213_sj.2012,6.0,A0G0P0213,2012,1578884143
zb.A0G0P0213_sj.2011,6.0,A0G0P0213,2011,1578884143
zb.A0G0P0213_sj.2010,6.0,A0G0P0213,2010,1578884143
zb.A0G0P0213_sj.2009,6.0,A0G0P0213,2009,1578884143
zb.A0G0P0214_sj.2018,1.0,A0G0P0214,2018,1578884143
zb.A0G0P0214_sj.2017,1.0,A0G0P0214,2017,1578884143
zb.A0G0P0214_sj.2016,1.0,A0G0P0214,2016,1578884143
zb.A0G0P0214_sj.2015,1.0,A0G0P0214,2015,1578884143
zb.A0G0P0214_sj.2014,1.0,A0G0P0214,2014,1578884143
zb.A0G0P0214_sj.2013,1.0,A0G0P0214,2013,1578884143
zb.A0G0P0214_sj.2012,1.0,A0G0P0214,2012,1578884143
zb.A0G0P0214_sj.2011,1.0,A0G0P0214,2011,1578884143
zb.A0G0P0214_sj.2010,1.0,A0G0P0214,2010,1578884143
zb.A0G0P0214_sj.2009,0.0,A0G0P0214,2009,1578884143
zb.A0G0P0215_sj.2018,481.0,A0G0P0215,2018,1578884143
zb.A0G0P0215_sj.2017,515.0,A0G0P0215,2017,1578884143
zb.A0G0P0215_sj.2016,560.0,A0G0P0215,2016,1578884143
zb.A0G0P0215_sj.2015,629.0,A0G0P0215,2015,1578884143
zb.A0G0P0215_sj.2014,612.0,A0G0P0215,2014,1578884143
zb.A0G0P0215_sj.2013,583.0,A0G0P0215,2013,1578884143
zb.A0G0P0215_sj.2012,571.0,A0G0P0215,2012,1578884143
zb.A0G0P0215_sj.2011,558.0,A0G0P0215,2011,1578884143
zb.A0G0P0215_sj.2010,558.0,A0G0P0215,2010,1578884143
zb.A0G0P0215_sj.2009,531.0,A0G0P0215,2009,1578884143
zb.A0G0P0216_sj.2018,2.0,A0G0P0216,2018,1578884143
zb.A0G0P0216_sj.2017,2.0,A0G0P0216,2017,1578884143
zb.A0G0P0216_sj.2016,2.0,A0G0P0216,2016,1578884143
zb.A0G0P0216_sj.2015,2.0,A0G0P0216,2015,1578884143
zb.A0G0P0216_sj.2014,2.0,A0G0P0216,2014,1578884143
zb.A0G0P0216_sj.2013,2.0,A0G0P0216,2013,1578884143
zb.A0G0P0216_sj.2012,2.0,A0G0P0216,2012,1578884143
zb.A0G0P0216_sj.2011,2.0,A0G0P0216,2011,1578884143
zb.A0G0P0216_sj.2010,2.0,A0G0P0216,2010,1578884143
zb.A0G0P0216_sj.2009,2.0,A0G0P0216,2009,1578884143
zb.A0G0P0217_sj.2018,88.0,A0G0P0217,2018,1578884143
zb.A0G0P0217_sj.2017,88.0,A0G0P0217,2017,1578884143
zb.A0G0P0217_sj.2016,91.0,A0G0P0217,2016,1578884143
zb.A0G0P0217_sj.2015,79.0,A0G0P0217,2015,1578884143
zb.A0G0P0217_sj.2014,72.0,A0G0P0217,2014,1578884143
zb.A0G0P0217_sj.2013,70.0,A0G0P0217,2013,1578884143
zb.A0G0P0217_sj.2012,64.0,A0G0P0217,2012,1578884143
zb.A0G0P0217_sj.2011,62.0,A0G0P0217,2011,1578884143
zb.A0G0P0217_sj.2010,60.0,A0G0P0217,2010,1578884143
zb.A0G0P0217_sj.2009,61.0,A0G0P0217,2009,1578884143
zb.A0G0P0218_sj.2018,5.0,A0G0P0218,2018,1578884143
zb.A0G0P0218_sj.2017,5.0,A0G0P0218,2017,1578884143
zb.A0G0P0218_sj.2016,5.0,A0G0P0218,2016,1578884143
zb.A0G0P0218_sj.2015,5.0,A0G0P0218,2015,1578884143
zb.A0G0P0218_sj.2014,5.0,A0G0P0218,2014,1578884143
zb.A0G0P0218_sj.2013,5.0,A0G0P0218,2013,1578884143
